Source:,/Users/raffael/Desktop/Octanis/Octanis3/pcb/Nestbox_v3/Nestbox_v2.sch,,,,,,,,,
Date:,"2018 November 14, Wednesday 18:12:49",,,,,,,,,
Tool:,Eeschema 4.0.7,,,,,,,,,
Generator:,/usr/local/Cellar/kicad/HEAD-19d5cc7/kicad.app/Contents/SharedSupport/plugins/bom_csv_grouped_by_value.py,,,,,,,,,
Component Count:,92,,,,,,,,,
,,,,,,,,,,
Individual Components:,,,,,,,,,,
,,,,,,,,,,
Item,Qty,Reference(s),Value,LibPart,Footprint,Datasheet,MPN,Mouser-Part,MouserLink,SKU
,,J201,BATT_CONN_01X02,conn:CONN_01X02,Terminal_Blocks:TerminalBlock_Pheonix_PT-3.5mm_2pol,,,,,
,,J301,CONN_01X04,conn:CONN_01X04,Pin_Headers:Pin_Header_Straight_1x04,,,,,
,,J402,CONN_01X05,conn:CONN_01X05,Terminal_Blocks:TerminalBlock_Pheonix_MPT-2.54mm_5pol,,,,,
,,J502,CONN_01X06,conn:CONN_01X06,Pin_Headers:Pin_Header_Straight_1x06_Pitch2.54mm,,,,,
,,J601,LOAD_CELL_CONN_01X04,conn:CONN_01X04,Terminal_Blocks:TerminalBlock_Pheonix_MPT-2.54mm_4pol,,,,,
,,J701,RFID_CONN_01X05,conn:CONN_01X05,Terminal_Blocks:TerminalBlock_Pheonix_MPT-2.54mm_5pol,,,,,
,,JP203,Jumper_3V3,device:Jumper,Pin_Headers:Pin_Header_Straight_1x02,,,,,
,,JP501,Jumper,device:Jumper,Connect:GS2,,,,,
,,L201,5uH,device:L,Inductors:Inductor_Taiyo-Yuden_NR-60xx_HandSoldering,,MSS7341-502NLD,,,
,,L202,4.7uH,device:L,Inductors:Inductor_Taiyo-Yuden_NR-30xx,,XFL3010-472MEB,,,
,,L301,SMD-FERRITE-BEAD-2500R-50MA_0603_,Nestbox_v2-cache:SMD-FERRITE-BEAD-2500R-50MA_0603_,SeeedOPL-Inductor-2016:L0603,,,,,303030020
,,P301,RX/TX,conn:CONN_01X02,Socket_Strips:Socket_Strip_Straight_1x02_Pitch2.54mm,,,,,
,,P302,TST/RST,conn:CONN_01X02,Socket_Strips:Socket_Strip_Straight_1x02_Pitch2.54mm,,,,,
,,P303,DEBUG_3V3,conn:CONN_01X02,Socket_Strips:Socket_Strip_Straight_1x02_Pitch2.54mm,,,,,
,,Q201,TPH1R712MDL1Q,device:Q_PMOS_DGS,Octanis3:TDSON-8-1_HandSoldering,,TPH1R712MDL1Q,,https://www.mouser.ch/ProductDetail/Toshiba/TPH1R712MDL1Q?qs=sGAEpiMZZMvNM%2fd3q5fCV4Bsm%252b4NPS2VEWd3q01qzE4%3d,
,,Q301,NTR3A052PZT1G,device:Q_PMOS_GSD,TO_SOT_Packages_SMD:TSOT-23,,NTR3A052PZT1G,,,
,,Q501,NTR3A052PZT1G,device:Q_PMOS_GSD,TO_SOT_Packages_SMD:TSOT-23,,NTR3A052PZT1G,,,
,,Q701,DMG3402L,device:Q_NMOS_GSD,TO_SOT_Packages_SMD:TSOT-23,,DMG3402L-7,,,
,,R201,82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
,,R202,47k,device:R,Resistors_SMD:R_0603,,RC0603FR-0747KL,,,
,,R203,10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
,,R204,162k 1%,device:R,Resistors_SMD:R_0603,,RC0603FR-07162KL,,,
,,R205,649k 1%,device:R,Resistors_SMD:R_0603,,RC0603FR-07649KL,,,
,,R206,15k,device:R,Resistors_SMD:R_0603,,RC0603JR-0715KL,,,
,,R207,82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
,,R208,82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
,,R301,47k,Nestbox_v2-cache:DIP-RES-47K-5%-1_4W_PR-D2.3XL6.5MM_,Resistors_SMD:R_0603,,RC0603FR-0747KL,,,301020022
,,R302,82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
,,R303,0R,device:R,Resistors_SMD:R_0603,,"RC0603JR-070RL	",,,
,,R304,0R,device:R,Resistors_SMD:R_0603,,"RC0603JR-070RL	",,,
,,R306,1k,device:R,Resistors_SMD:R_0603,,RC0603FR-071KL,,,
,,R307,1k,device:R,Resistors_SMD:R_0603,,RC0603FR-071KL,,,
,,R308,10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
,,R309,10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
,,R501,10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
,,R503,10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
,,R504,10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
,,R505,10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
,,R506,10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
,,R507,82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
,,R603,1k 1% --> short to 0R,device:R,Resistors_SMD:R_0603,,,,,
,,R604,1k 1% --> short to 0R,device:R,Resistors_SMD:R_0603,,,,,
,,R605,100R 1%,device:R,Resistors_SMD:R_0603,,RC0603FR-07100RL,,,
,,R606,100R 1%,device:R,Resistors_SMD:R_0603,,RC0603FR-07100RL,,,
,,R607,DNP,device:R,Resistors_SMD:R_0603,,,,,
,,R608,DNP,device:R,Resistors_SMD:R_0603,,,,,
,,R610,47R,device:R,Resistors_SMD:R_0603,,RC0603JR-0747RL,,,301010091
,,R611,47R,device:R,Resistors_SMD:R_0603,,RC0603JR-0747RL,,,301010091
,,R612,47R,device:R,Resistors_SMD:R_0603,,RC0603JR-0747RL,,,301010091
,,R701,82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
,,R702,47k,device:R,Resistors_SMD:R_0603,,RC0603FR-0747KL,,,
,,R703,47k,device:R,Resistors_SMD:R_0603,,RC0603FR-0747KL,,,
,,R704,82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
,,R705,82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
,,SW301,SMD-BUTTON_2P-3.0X2.5X1.2+0.4MM_,Nestbox_v2-cache:SMD-BUTTON_2P-3.0X2.5X1.2+0.4MM_,Buttons_Switches_SMD:SW_SPST_B3S-1000,,B3U-1000P-B,,,311020047
,,TP_RTC301,CONN_01X01,conn:CONN_01X01,Socket_Strips:Socket_Strip_Straight_1x01_Pitch2.00mm,,,,,
,,U201,TPS62745,Octanis3:TPS62745,Octanis3:WSON_3x2mm_12pin,,TPS62745DSSR,,,
,,U202,LTC3534,Octanis3:LTC3534,SeeedOPL-IC-2016:SSOP16-0.635-5X4MM,,LTC3534EDHC#PBF,,,
,,U203,LP5907,regul:LD3985M,texasinstruments:SOT23-5,,LP5907MFX-3.0/NOPB,,,
,,U301,MSP430FR5969,Octanis3:MSP430FR5969,chips:S-PVQFN-N48,,MSP430FR5969IRGZR,,,
,,U501,ESP-12S,Octanis3:ESP-12S,Octanis3:ESP-12E_SMD_UART_ONLY,,ESP-12F,,,
,,U601,ADS1220,adc-dac:ADS1120-PW,Housings_SSOP:TSSOP-16_4.4x5mm_Pitch0.65mm,,ADS1220IPW,,,
,,Y301,Crystal,device:Crystal,SeeedOPL-Crystal Oscillator-2016:X2-SMD-L2.0X1.2X0.55MM,,FC-12M 32.7680KA-A3,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Collated Components:,,,,,,,,,,
,,,,,,,,,,
Item,Qty,Reference(s),Value,LibPart,Footprint,Datasheet,MPN,Mouser-Part,MouserLink,SKU
1,7,"C201, C203, C205, C206, C207, C304, C610",10u,device:C,Capacitors_SMD:C_0805,,CC0805KKX5R8BB106,,,
2,5,"C202, C204, C601, C607, C608",1u,device:C,Capacitors_SMD:C_0603,,CC0603KRX7R8BB105,,,
3,1,C208,330p,device:C,Capacitors_SMD:C_0603,,CC0603JRNPO9BN331,,,
4,1,C209,10p,device:C,Capacitors_SMD:C_0603,,CC0603JRNPO9BN100,,,
5,1,C210,33p,device:C,Capacitors_SMD:C_0603,,CC0603JRNPO9BN330,,,
6,5,"C301, C305, C307, C308, C609",100n,device:C,Capacitors_SMD:C_0603,,CC0603KRX7R9BB104,,,
7,2,"C302, C303",24p,Nestbox_v2-cache:CERAMIC-12PF-50V-5%-NPO_0603_,Capacitors_SMD:C_0603,,CC0603JRNPO9BN240,,,302010067
8,1,C306,100u,device:CP,Capacitors_Tantalum_SMD:CP_Tantalum_Case-D_EIA-7343-31_Reflow,,293D107X0016D2TE3,667-ECE-A0JKA101,,
9,2,"C602, C603",100n 1%,device:C,Capacitors_SMD:C_0603,,CC0603JRX7R7BB104,,,
11,1,C611,10n,device:C,Capacitors_SMD:C_0603,,,,,
12,1,D301,SMD-LED-CLEAR-GREEN_0603_,Nestbox_v2-cache:SMD-LED-CLEAR-GREEN_0603_,SeeedOPL-LED-2016:LED-0603,,19-217-G7C-AN1P2-3T,,,304090043
13,1,D302,SMD-LED-CLEAR-BLUE_0603_,Nestbox_v2-cache:SMD-LED-CLEAR-BLUE_0603_,SeeedOPL-LED-2016:LED-0603,,19-217-BHC-ZL1M2RY-3T,,,304090045
22,1,L201,5uH,device:L,Inductors:Inductor_Taiyo-Yuden_NR-60xx_HandSoldering,,MSS7341-502NLD,,,
23,1,L202,4.7uH,device:L,Inductors:Inductor_Taiyo-Yuden_NR-30xx,,XFL3010-472MEB,,,
24,1,L301,SMD-FERRITE-BEAD-2500R-50MA_0603_,Nestbox_v2-cache:SMD-FERRITE-BEAD-2500R-50MA_0603_,SeeedOPL-Inductor-2016:L0603,,,,,303030020
28,1,Q201,TPH1R712MDL1Q,device:Q_PMOS_DGS,Octanis3:TDSON-8-1_HandSoldering,,TPH1R712MDL1Q,,https://www.mouser.ch/ProductDetail/Toshiba/TPH1R712MDL1Q?qs=sGAEpiMZZMvNM%2fd3q5fCV4Bsm%252b4NPS2VEWd3q01qzE4%3d,
29,2,"Q301, Q501",NTR3A052PZT1G,device:Q_PMOS_GSD,TO_SOT_Packages_SMD:TSOT-23,,NTR3A052PZT1G,,,
30,1,Q701,DMG3402L,device:Q_NMOS_GSD,TO_SOT_Packages_SMD:TSOT-23,,DMG3402L-7,,,
31,8,"R201, R207, R208, R302, R507, R701, R704, R705",82k,device:R,Resistors_SMD:R_0603,,RC0603FR-0782KL,,,
32,3,"R202, R702, R703",47k,device:R,Resistors_SMD:R_0603,,RC0603FR-0747KL,,,
33,8,"R203, R308, R309, R501, R503, R504, R505, R506",10k,device:R,Resistors_SMD:R_0603,,RC0603JR-0710KL,,,
34,1,R204,162k 1%,device:R,Resistors_SMD:R_0603,,RC0603FR-07162KL,,,
35,1,R205,649k 1%,device:R,Resistors_SMD:R_0603,,RC0603FR-07649KL,,,
36,1,R206,15k,device:R,Resistors_SMD:R_0603,,RC0603JR-0715KL,,,
37,1,R301,47k,Nestbox_v2-cache:DIP-RES-47K-5%-1_4W_PR-D2.3XL6.5MM_,Resistors_SMD:R_0603,,RC0603FR-0747KL,,,301020022
38,2,"R303, R304",0R,device:R,Resistors_SMD:R_0603,,"RC0603JR-070RL	",,,
39,2,"R306, R307",1k,device:R,Resistors_SMD:R_0603,,RC0603FR-071KL,,,
40,2,"R603, R604",1k 1% --> short to 0R,device:R,Resistors_SMD:R_0603,,,,,
41,2,"R605, R606",100R 1%,device:R,Resistors_SMD:R_0603,,RC0603FR-07100RL,,,
43,3,"R610, R611, R612",47R,device:R,Resistors_SMD:R_0603,,RC0603JR-0747RL,,,301010091
44,1,SW301,SMD-BUTTON_2P-3.0X2.5X1.2+0.4MM_,Nestbox_v2-cache:SMD-BUTTON_2P-3.0X2.5X1.2+0.4MM_,Buttons_Switches_SMD:SW_SPST_B3S-1000,,B3U-1000P-B,,,311020047
46,1,U201,TPS62745,Octanis3:TPS62745,Octanis3:WSON_3x2mm_12pin,,TPS62745DSSR,,,
47,1,U202,LTC3534,Octanis3:LTC3534,SeeedOPL-IC-2016:SSOP16-0.635-5X4MM,,LTC3534EDHC#PBF,,,
48,1,U203,LP5907,regul:LD3985M,texasinstruments:SOT23-5,,LP5907MFX-3.0/NOPB,,,
49,1,U301,MSP430FR5969,Octanis3:MSP430FR5969,chips:S-PVQFN-N48,,MSP430FR5969IRGZR,,,
50,1,U501,ESP-12S,Octanis3:ESP-12S,Octanis3:ESP-12E_SMD_UART_ONLY,,ESP-12F,,,
51,1,U601,ADS1220,adc-dac:ADS1120-PW,Housings_SSOP:TSSOP-16_4.4x5mm_Pitch0.65mm,,ADS1220IPW,,,
52,1,Y301,Crystal,device:Crystal,SeeedOPL-Crystal Oscillator-2016:X2-SMD-L2.0X1.2X0.55MM,,FC-12M 32.7680KA-A3,,,
